"","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","X32","X33"
"1761","tomato","olive_oil","onion","vinegar","black_pepper","corn","cayenne","cumin","scallion","garlic","bell_pepper","kidney_bean","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1762","tomato","pepper","green_bell_pepper","beef","onion","cayenne","cumin","celery","carrot","garlic","bell_pepper","oregano","cabbage","egg","bread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763","butter","green_bell_pepper","wheat","vegetable_oil","corn","cheddar_cheese","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764","tomato","cheese","wheat","beef","onion","cayenne","bean","garlic","oregano","lard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765","garlic","orange_juice","cayenne","olive_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766","tomato","pork","onion","cayenne","pepper","cumin","celery","carrot","garlic","oregano","bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767","butter","wheat","egg","milk","yeast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768","tomato","pork","oregano","onion","corn","cayenne","pepper","kidney_bean","olive","vegetable_oil","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769","cane_molasses","green_bell_pepper","lime_juice","parsley","garlic","kidney_bean","olive","tamarind","milk","tomato","vinegar","cilantro","rice","onion","beef","cayenne","cumin","scallion","oat","beef_broth","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","tomato","cilantro","wheat","onion","black_pepper","chicken_broth","cayenne","scallion","garlic","bell_pepper","oregano","vegetable_oil","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771","tomato","coriander","garlic","crab","onion","cayenne","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772","lime_juice","cucumber","avocado","scallion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","cane_molasses","tomato","pepper","green_bell_pepper","beef","onion","cayenne","celery","tomato_juice","garlic","kidney_bean","macaroni","beef_broth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774","vegetable_oil","wheat","cinnamon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775","tomato","onion","beef","cayenne","corn","black_pepper","cumin","bean","garlic","bell_pepper","oregano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776","beef","mushroom","black_pepper","cayenne","onion","cumin","tomato_juice","garlic","parsley","oregano","egg_noodle","cream","bell_pepper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1777","tomato","coriander","cayenne","onion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778","wheat","onion","buttermilk","garlic","mozzarella_cheese","vegetable_oil","chicken","cheddar_cheese","egg","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1779","tomato","butter","wheat","beef","onion","corn","cayenne","parmesan_cheese","garlic","kidney_bean","egg","bread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780","tomato","pork","meat","onion","chicken_broth","cayenne","pepper","cumin","cilantro","garlic","bell_pepper","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781","turkey","cheese","wheat","corn","blue_cheese","cayenne","lettuce","bean","tomato","lard","vegetable_oil","egg","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782","tomato","oregano","onion","cayenne","black_pepper","cumin","scallion","garlic","bell_pepper","cream_cheese","chive","cheddar_cheese","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","butter","cheese","mushroom","onion","avocado","squash","vegetable_oil","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1784","onion","lime_juice","orange_juice","cayenne","cumin","honey","garlic","chicken","lime_peel_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785","tomato","olive_oil","pepper","onion","beef","corn","cayenne","cumin","garlic","oregano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786","tomato","cheese","pepper","onion","olive_oil","corn","cayenne","cilantro","chicken","chicken_broth","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1787","cheese","lemon_juice","cayenne","black_pepper","bean","garlic","oregano","olive","cream","tomato","onion","avocado","cumin","scallion","bell_pepper","lard","vegetable_oil","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","tomato","green_bell_pepper","oregano","onion","potato","olive","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789","olive_oil","passion_fruit","lime_juice","corn","avocado","lettuce","grapefruit","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790","tomato","cheese","green_bell_pepper","wheat","mushroom","onion","cured_pork","bell_pepper","olive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","mustard","black_pepper","ginger","bean","garlic","oregano","whole_grain_wheat_flour","lovage","cheddar_cheese","cream","onion","thyme","cayenne","bay","cinnamon","rice","bell_pepper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1792","mushroom","potato","corn","chicken_broth","cayenne","chicken","cheddar_cheese","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793","tomato","pepper","green_bell_pepper","onion","chicken_broth","cayenne","celery","garlic","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794","butter","olive_oil","pepper","wheat","onion","potato","raisin","lard","olive","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795","butter","cheese","cilantro","wheat","onion","black_bean","cayenne","cumin","lard","vegetable_oil","egg","banana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","cane_molasses","wheat","corn","cayenne","vegetable_oil","cheddar_cheese","egg","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797","tomato","vinegar","cane_molasses","wheat","celery_oil","beef","yeast","cayenne","corn","cider","buttermilk","garlic","cheddar_cheese","egg","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1798","tomato","vinegar","onion","olive_oil","black_bean","black_pepper","corn","red_wine","avocado","scallion","bell_pepper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799","vinegar","lemon","black_pepper","tequila","orange_juice","cayenne","cumin","garlic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800","tomato","green_bell_pepper","beef","onion","cheddar_cheese","cayenne","tabasco_pepper","tomato_juice","oregano","rice","mustard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801","olive_oil","chayote","vinegar","cayenne","tangerine","scallion","lettuce","bell_pepper","sherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802","tomato","pepper","onion","beef","cayenne","bay","garlic","oregano","rice","kidney_bean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803","cane_molasses","vinegar","green_bell_pepper","wheat","onion","beef","carrot","tomato_juice","basil","tamarind","cheddar_cheese","brown_rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804","tomato","green_bell_pepper","onion","beef","cheddar_cheese","corn","cayenne","garlic","kidney_bean","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","onion","cayenne","black_pepper","cumin","seed","garlic","bell_pepper","oregano","vegetable_oil","pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806","butter","tomato","pepper","green_bell_pepper","onion","corn","cayenne","scallion","garlic","shrimp","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807","tomato","olive_oil","onion","black_pepper","chicken_broth","cayenne","cumin","cocoa","garlic","oregano","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808","bean","lard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809","cheese","mushroom","onion","corn","cayenne","squash","bell_pepper","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810","lemon_juice","rum","starch","egg","milk","mango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","tomato","cheese","cilantro","wheat","yeast","avocado","lime_juice","cumin","scallion","olive","vegetable_oil","cream","egg","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812","tomato","onion","black_bean","corn","cayenne","garlic","vegetable_oil","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813","tomato","cheese","cilantro","wheat","onion","cayenne","pepper","garlic","vegetable_oil","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814","wheat","cream_cheese","olive","pecan","cayenne","garlic","scallion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815","butter","cheese","onion","corn","cayenne","cumin","scallion","garlic","tomato","vegetable_oil","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816","pepper","wheat","corn","bean","garlic","milk","tomato","cilantro","onion","black_bean","chicken_broth","cayenne","vegetable","vegetable_oil","cheddar_cheese","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817","cheese","wheat","corn","black_pepper","cocoa","garlic","oregano","olive","pork_sausage","tomato","vinegar","onion","cayenne","cumin","bell_pepper","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818","cilantro","onion","orange_juice","cayenne","cumin","garlic","bell_pepper","cranberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819","tomato","vinegar","pepper","cinnamon","onion","cheese","chicken_broth","cayenne","cumin","white_wine","garlic","bell_pepper","vegetable_oil","chicken","zucchini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1820","tomato","pepper","cheddar_cheese","wheat","beef","onion","cayenne","bean","garlic","bell_pepper","lard","white_bread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821","tomato","cheese","cilantro","green_bell_pepper","onion","cayenne","chicken_broth","black_pepper","shrimp","tabasco_pepper","vegetable_oil","scallion","corn","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822","bean","beef","corn","cheddar_cheese","cayenne","scallion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823","tomato","olive_oil","pepper","green_bell_pepper","onion","black_bean","black_pepper","cayenne","cumin","garlic","bell_pepper","oregano","olive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824","olive_oil","cilantro","onion","black_pepper","corn","cayenne","bell_pepper","lime","fish","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825","vinegar","olive_oil","black_pepper","cayenne","parsley","bay","garlic","wine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826","tomato","cilantro","onion","lime_juice","cayenne","cumin","black_pepper","garlic","oregano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827","tomato","pepper","green_bell_pepper","wheat","onion","cayenne","cumin","garlic","bell_pepper","cream_cheese","vegetable_oil","cheddar_cheese","brown_rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828","tomato","onion","beef","black_pepper","cumin","garlic","bell_pepper","oregano","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829","cilantro","lime_juice","corn","cayenne","cumin","scallion","vegetable_oil","cheddar_cheese","egg","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830","butter","pepper","wheat","yeast","cayenne","corn","lime_juice","cumin","walnut","cream_cheese","scallion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831","tomato","olive_oil","cilantro","cayenne","cumin","scallion","oyster","bread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832","tomato","cayenne","chicken","garlic","onion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833","vinegar","pepper","cheddar_cheese","ham","black_bean","chicken_broth","red_wine","cayenne","cumin","bay","garlic","bell_pepper","smoke","olive","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834","butter","cheese","pepper","wheat","cayenne","cream_cheese","egg","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835","tomato","wheat","onion","cayenne","scallion","garlic","cream_cheese","olive","vegetable_oil","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836","tomato","celery","green_bell_pepper","cayenne","onion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837","black_pepper","olive_oil","brassica","beef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838","tomato","onion","black_bean","corn","cayenne","cumin","garlic","barley","olive","chicken","chicken_broth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839","tomato","cheese","onion","corn","cayenne","bell_pepper","egg","pork_sausage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840","onion","buttermilk","bean","garlic","lard","vegetable_oil","cheddar_cheese","egg","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841","green_bell_pepper","lemon","onion","beef","black_pepper","lime_juice","beer","garlic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842","turkey","vinegar","pepper","wheat","onion","cheese","sake","soy_sauce","honey","garlic","vegetable_oil","cabbage","broccoli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1843","olive_oil","mushroom","onion","cayenne","black_pepper","parmesan_cheese","garlic","rice","pork_sausage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844","tomato","rice","corn","cheddar_cheese","cayenne","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845","garlic","cilantro","cayenne","egg","olive_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846","butter","vinegar","wheat","cream_cheese","corn","cayenne","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847","tomato","olive_oil","pepper","onion","beef","egg","garlic","rice","mint",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848","tomato","pepper","green_bell_pepper","onion","black_bean","chicken_broth","cayenne","bell_pepper","vegetable_oil","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849","black_pepper","cream","garlic","cassava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850","olive_oil","pepper","bean","onion","vinegar","black_bean","corn","red_wine","parsley","chickpea","garlic","bell_pepper","chive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851","butter","cheese","pepper","wheat","onion","bacon","cayenne","garlic","tomato","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1852","tomato","macaroni","bacon","cheese","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853","vegetable","tomato","cayenne","beef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854","cilantro","lemon_juice","avocado","pepper","scallion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855","olive_oil","oregano","cheese","corn_flake","cayenne","lettuce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856","tomato","onion","corn","cayenne","bean","garlic","cream_cheese","olive","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857","tomato","coriander","pepper","onion","corn","cayenne","cilantro","cumin","garlic","vegetable_oil","cheddar_cheese","chicken_broth","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858","tomato","meat","onion","black_pepper","corn","cayenne","cumin","lettuce","garlic","bell_pepper","oregano","cheddar_cheese","kidney_bean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859","cream","vegetable_oil","corn","cheddar_cheese","cayenne","egg","scallion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860","tomato","green_bell_pepper","cream","onion","black_bean","cayenne","corn","black_pepper","cumin","bean","garlic","lard","olive","cheddar_cheese","whole_grain_wheat_flour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861","coriander","vinegar","cilantro","beef","olive_oil","cayenne","black_pepper","cumin","parsley","garlic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862","butter","wheat","starch","vanilla","walnut","gelatin","hazelnut","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863","onion","cayenne","corn","black_pepper","cumin","garlic","bell_pepper","oregano","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864","cheese","wheat","avocado","black_pepper","bean","garlic","oregano","olive","cream","tomato","beef","onion","cayenne","cumin","scallion","bell_pepper","lard","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865","tomato","cheese","macaroni","onion","beef","corn","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866","lamb","pepper","onion","starch","orange_juice","cayenne","cilantro","cumin","orange",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867","butter","cane_molasses","roasted_peanut","cheese","corn","almond","raisin","anise_seed","bread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1868","tomato","pepper","mustard","beef","cayenne","onion","garlic","kidney_bean","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869","dill","lemon_juice","garlic","olive_oil","cayenne","horseradish","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1870","tomato","vinegar","cayenne","onion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871","tomato","cilantro","onion","avocado","corn","cayenne","bell_pepper","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1872","tomato","cilantro","green_bell_pepper","onion","lemon_juice","corn","pepper","celery","carrot","garlic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1873","butter","coffee","wheat","cinnamon","mint","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874","tomato","lemon_juice","oregano","onion","cheddar_cheese","black_pepper","cayenne","cumin","scallion","lettuce","garlic","bell_pepper","cream_cheese","olive","cottage_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1875","olive_oil","pepper","green_bell_pepper","onion","vinegar","black_bean","corn","red_wine","cayenne","squash","garlic","bell_pepper","oregano","zucchini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1876","butter","wheat","yeast","tequila","oatmeal","lime","egg","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877","tomato","olive_oil","onion","beef","corn","cayenne","garlic","basil","cheddar_cheese","egg","milk","bread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1878","cilantro","wheat","cream_cheese","salmon","parsley","cumin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879","butter","pecan","vanilla","wheat","cinnamon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880","olive_oil","cilantro","lemon","meat","onion","cayenne","corn","black_pepper","cumin","garlic","bell_pepper","pepper","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
